route_id,route_short_name,route_long_name,route_type
K-2,K-2,Mysore Road Bus Station ⇔ Hebbala,3
248-BA,248-BA,Mysore Road Bus Station ⇔ Hesaraghatta,3
43-C MRBS-HSKH,43-C,Mysore Road Bus Station ⇔ Hoskerehalli,3
248-Z,248-Z,Mysore Road Bus Station ⇔ Kanasawadi,3
KIA-10,KIA-10,Mysore Road Bus Station ⇔ Kempegowda International Airport,3
75-H,75-H,Mysore Road Bus Station ⇔ Malleshwara Bus Stand,3
MF-47,MF-47,Mysore Road Bus Station ⇔ Mysore Road Bus Station,3
MF-47A,MF-47A,Mysore Road Bus Station ⇔ Mysore Road Bus Station,3
MRBS-BUCG-SMA,MRBS-BUCG-SMA,Mysore Road Bus Station ⇔ Sri Mata Amritanandamayi Ashram,3
221-A,221-A,Mysore Road Bus Station ⇔ Tavarekere,3
401-BB,401-BB,Mysore Road Bus Station ⇔ Yelahanka Old Town,3
500-LA,500-LA,Mysore Road Metro Station ⇔ KR Pura Railway Station,3
410-FG MRMS-YTTMC,410-FG,Mysore Road Metro Station ⇔ Yeshawanthapura Bus Station,3
285-MC,285-MC,NES Office ⇔ Doddaballapura Bus Stand,3
405,405,NES Office ⇔ Hesaraghatta,3
407-B,407-B,NES Office ⇔ NES Office,3
407-C,407-C,NES Office ⇔ NES Office,3
CHAKRA-17,CHAKRA-17,NES Office ⇔ NES Office,3
CHAKRA-17A,CHAKRA-17A,NES Office ⇔ NES Office,3
406,406,NES Office ⇔ Nelamangala Bus Station,3
406 NES-CKNH-NMG,406,NES Office ⇔ Nelamangala Bus Station,3
407-B NES-HGT-RJN-YHK,407-B,NES Office ⇔ Yelahanka Old Town,3
407-C NES-IAF-RJN-YHK,407-C,NES Office ⇔ Yelahanka Old Town,3
298 NITTE-HBL-SBS,298,NITTE Meenakshi College ⇔ Shivajinagara Bus Station,3
401-K NMIT-NES-MSP-YTTMC,401-K,NITTE Meenakshi College ⇔ Yeshawanthapura Bus Station,3
31 NRC-VSD-KBS,31,NR Colony ⇔ Kempegowda Bus Station,3
305-F NDVC-GGP,305-F,Naduvatti Colony ⇔ Goraguntepalya,3
NNH-BLR,NNH-BLR,Nagaresh Nagenahalli ⇔ Bagalur,3
248-AB NGSMS-CKB,248-AB,Nagasandra Metro Staiton ⇔ Chikka Banavara,3
290-EJ NGWJN-GKVK-YHK,290-EJ,Nagawara Junction ⇔ Yelahanka Old Town,3
333-G NLH-D41G,333-G,Nallurahalli ⇔ Depot-41 Gate,3
80-A NLO-JP3,80-A NLO-JP3,Nandini Layout Bus Stand ⇔ JP Nagara 3rd Phase,3
79-E NLO-VSD-SBS-MYH,79-E,Nandini Layout Bus Stand ⇔ Mayohall G-2,3
255-N,255-N,Narasipura ⇔ Kengeri Bus Station,3
410-FC NLS-JHC,410-FC,National Law College University ⇔ Jalahalli Cross,3
328-H NPTS-ATB,328-H,Nature Apartment Dommasandra ⇔ Attibele Bus Stand,3
MF-48,MF-48,Navarang Theatre ⇔ Nandini Layout Bus Stand,3
501-NH,501-NH,Nayandahalli Junction ⇔ Hebbala Bridge,3
144-K,144-K,Neelasandra Rose Garden ⇔ Kaval Byrasandra,3
144-G,144-G,Neelasandra Rose Garden ⇔ Sultan palya,3
258-CB NMG-GGP-BEL,258-CB,Nelamangala Bus Station ⇔ BEL Factory,3
258-CB NMG-YTTMC-BEL,258-CB,Nelamangala Bus Station ⇔ BEL Factory,3
255-B NLM-BELT,255-B,Nelamangala Bus Station ⇔ BEL Layout Dasanapura,3
258-CB NMG-BEL LT,258-CB,Nelamangala Bus Station ⇔ BEL Layout Dasanapura,3
500-DG,500-DG,Nelamangala Bus Station ⇔ Central Silk Board,3
258-MD,258-MD,Nelamangala Bus Station ⇔ Dabaspete,3
NICE-8,NICE-8,Nelamangala Bus Station ⇔ Electronic City Wipro Main Gate,3
500-J,500-J,Nelamangala Bus Station ⇔ Jakkur Layout,3
516,516,Nelamangala Bus Station ⇔ Kengeri Bus Station,3
256-MD,256-MD,Nelamangala Bus Station ⇔ Magadi,3
248-HA NMG-NMG,248-HA,Nelamangala Bus Station ⇔ Nelamangala Bus Station,3
CHAKRA-1,CHAKRA-1,Nelamangala Bus Station ⇔ Nelamangala Bus Station,3
CHAKRA-1A,CHAKRA-1A,Nelamangala Bus Station ⇔ Nelamangala Bus Station,3
407 NMG-NES-PTH,407,Nelamangala Bus Station ⇔ Puttenahalli,3
374-S,374-S,Nelamangala Bus Station ⇔ Summanahalli,3
374-N,374-N,Nelamangala Bus Station ⇔ Tavarekere,3
377-B,377-B,Nelamangala Bus Station ⇔ Thittahalli,3
401-A NMG-YHKOT,401-A,Nelamangala Bus Station ⇔ Yelahanka Old Town,3
409,409,Nelamangala Bus Station ⇔ Yelahanka Old Town,3
258-C YBS-NMTO,258-C,Nelamangala Taluk Office ⇔ Yeshawanthapura Bus Station,3
297 NGH-KBS,297 NGH-KBS,Neragenahalli ⇔ Kempegowda Bus Station,3
143-E NTVB5-KMT,143-E,Nethravathi Block-05 ⇔ KR Market,3
281-AP YST5NA-KIA,281-AP,Niviksha Arcade Yelahanka 5th phase ⇔ Kempegowda International Airport,3
238-E NTR-SBS,238-E,Nrupathunganagara Chandana Hospital ⇔ Shivajinagara Bus Station,3
NDC-SNBS-KBS,NDC-SNBS-KBS,Nyaya Degula ⇔ Kempegowda Bus Station,3
399-F OMS-ANK,399-F,Oxford Medical College Yadavanahalli ⇔ Anekal,3
378 PTPL-GTG-ELC,378,PAPAS Trading PVT LTD ⇔ Electronic City 378,3
PESCE-PAH,PESCE-PAH,PESCE College Electronic City ⇔ Parappana Agrahara,3
285-F PTML-BRPR,285-F,Patalamma Temple ⇔ Byrapura,3
285-MA PTML-CVB,285-MA,Patalamma Temple ⇔ Cauvery Bhavana,3
285-M PTML-DVH,285-M,Patalamma Temple ⇔ Devanahalli Old Bus Stand,3
285-X PTML-DBR,285-X,Patalamma Temple ⇔ Dibbur,3
285-M PTLM-DBP,285-M,Patalamma Temple ⇔ Doddaballapura Bus Stand,3
285-MC PTML-DBP,285-MC,Patalamma Temple ⇔ Doddaballapura Bus Stand,3
285-M PTLM-DBPH,285-M,Patalamma Temple ⇔ Doddaballapura Govt Hospital,3
285-JE PTML-DYVH,285-JE,Patalamma Temple ⇔ Dyavarahalli,3
285 PTML-HNYR,285,Patalamma Temple ⇔ Haniyuru,3
285-F PTML-BRP-HNYR,285-F,Patalamma Temple ⇔ Haniyuru,3
285-YA PTML-HHPL,285-YA,Patalamma Temple ⇔ Harohalli Palya,3
253-L PTML-HGV,253-L,Patalamma Temple ⇔ Hesaraghatta,3
285-MJ  D46G-JKR,285-MJ,Patalamma Temple ⇔ Jakkur,3
285-J PTML-JLG,285-J,Patalamma Temple ⇔ Jalige,3
285-K PTMT-CVB-KBS,285-K,Patalamma Temple ⇔ Kempegowda Bus Station,3
285 PTML-DBRC-KLRH,285,Patalamma Temple ⇔ Koluvarayanahalli,3
283-D PTML-KDGC,283-D,Patalamma Temple ⇔ Kuduregere Colony,3
401-BJ PTML-MHC,401-BJ,Patalamma Temple ⇔ Mallasandra Health Center,3
285-MP PTML-NAGH,285-MP,Patalamma Temple ⇔ Narasaiahna Agrahara,3
PTLMT-PRU,PTLMT-PRU,Patalamma Temple ⇔ Presidency University,3
285 SBS-MKC-PTLM,285,Patalamma Temple ⇔ Shivajinagara Bus Station,3
PTML-SNH,PTML-SNH,Patalamma Temple ⇔ Sonnenahalli,3
270-D PSS-ABG,270-D,Peenya 2nd Stage ⇔ Abbigere,3
273-B PSS-ABG,273-B,Peenya 2nd Stage ⇔ Abbigere,3
401-AK PSS-ABG,401-AK,Peenya 2nd Stage ⇔ Abbigere,3
248-AB,248-AB,Peenya 2nd Stage ⇔ Chikka Banavara,3
MF-32 PSS-CKB,MF-32,Peenya 2nd Stage ⇔ Chikka Banavara,3
401-M PSS-D31G,401-M,Peenya 2nd Stage ⇔ Depot-31 Gate,3
250-S PSS-GLB,250-S,Peenya 2nd Stage ⇔ Geleyara Balaga Layout,3
BC-7B PSS-ANDRH-HRHC,BC-7B,Peenya 2nd Stage ⇔ Herohalli Cross,3
253-J PSS-HGV,253-J,Peenya 2nd Stage ⇔ Hesaraghatta,3
252-A PSS-ISROM,252-A,Peenya 2nd Stage ⇔ ISRO Murugeshpalya,3
MF-26 PSS-JHMS,MF-26,Peenya 2nd Stage ⇔ Jalahalli Cross,3
252 PSS-KMT,252 PSS-KMT,Peenya 2nd Stage ⇔ KR Market,3
251E PSS-KMT,251E PSS-KMT,Peenya 2nd Stage ⇔ KR Market (Kalasipalya),3
507 PSS-GGP-RMN-KRPGH,507,Peenya 2nd Stage ⇔ KR Pura Govt Hospital,3
507-B,507-B,Peenya 2nd Stage ⇔ Kadugodi Bus Station,3
254-E PSS-KMP,254-E,Peenya 2nd Stage ⇔ Kempapura,3
251-C PSS-RPS-LGR,251-C,Peenya 2nd Stage ⇔ Laggere New Bus Stand,3
PSS-LGR,PSS-LGR,Peenya 2nd Stage ⇔ Laggere New Bus Stand,3
MF-29 PSS-MNH,MF-29,Peenya 2nd Stage ⇔ Madanayakanahalli,3
MF-27 PSS-MKL,MF-27,Peenya 2nd Stage ⇔ Makali,3
256-F,256-F,Peenya 2nd Stage ⇔ Nelamangala Bus Station,3
250-SB PSS-SVG,250-SB,Peenya 2nd Stage ⇔ Sasuveghatta,3
273 SDN-PSS,273 SDN-PSS,Peenya 2nd Stage ⇔ Sharadamba Nagara,3
250-F PSS-SSHL,250-F,Peenya 2nd Stage ⇔ Somashettyhalli,3
250-E PSS-TMH,250-E,Peenya 2nd Stage ⇔ Thammenahalli,3
265-A PSS-TEPL,265-A,Peenya 2nd Stage ⇔ Therelek Engineers PVT LTD Peenya,3
253-D PSS-TRN,253-D,Peenya 2nd Stage ⇔ Thore Nagasandra,3
BC-7B PSS-NLGH-8thM,BC-7B,Peenya 2nd stage ⇔ 8th Mile Dasarahalli,3
PSS-NLGDH-8THM,PSS-NLGDH-8THM,Peenya 2nd stage ⇔ 8th Mile Dasarahalli,3
MBS-12 PSS-ANP,MBS-12,Peenya 2nd stage ⇔ Annapoorneshwarinagara,3
PSS-TGPL-GGH,PSS-TGPL-GGH,Peenya 2nd stage ⇔ Gangondanahalli,3
265-D PSS-VGN,265-D,Peenya 2nd stage ⇔ Vigneshwara Nagara,3
410-K BSK-PSBS,410-K,Peenya Satellite Bus Station ⇔ Banashankari Bus Station,3
500-QG PSB-GGP-KRP,500-QG,Peenya Satellite Bus Station ⇔ KR Pura Govt Hospital,3
MF-27 PSBS-MKL,MF-27,Peenya Satellite Bus Station ⇔ Makali,3
401-PS,401-PS,Peenya Satellite Bus Station ⇔ Yelahanka Old Town,3
POWA-KBS,POWA-KBS,Phoenix One Bengaluru West Apartment ⇔ Kempegowda Bus Station,3
344-F POD-KRMBS,344-F,Podu Village ⇔ Koramangala Bus Station,3
49 PPLO-BNR,49 PPLO-BNR,Poornaprajna Layout ⇔ Brundavana Nagara,3
45-E PPLO-CKA,45-E,Poornaprajna Layout ⇔ Channammanakere Achukattu,3
210-P PPLO-CKLS,210-P,Poornaprajna Layout ⇔ Chikkallasandra,3
45-D PPLO-GTLO,45-D,Poornaprajna Layout ⇔ Gaviyappa Thimayya Layout,3
43-J PPLO-HKLO,43-J,Poornaprajna Layout ⇔ H Krishnappa Layout,3
500-A PPLO-HBLB,500-A,Poornaprajna Layout ⇔ Hebbala Bridge,3
43-B PPLO-HSKH,43-B,Poornaprajna Layout ⇔ Hoskerehalli,3
PPLO-HKH,PPLO-HKH,Poornaprajna Layout ⇔ Hoskerehalli,3
210 PPLO-KMT,210 PPLO-KMT,Poornaprajna Layout ⇔ KR Market (Kalasipalya),3
210-NA PPLO-KMK,210-NA,Poornaprajna Layout ⇔ Kamakya Talkies,3
210-NP PPLO-KML-KBS,210-NP,Poornaprajna Layout ⇔ Kempegowda Bus Station,3
PPL-KINHT,PPL-KINHT,Poornaprajna Layout ⇔ Kempegowda Institute Nursing Hostel,3
PPLO-VSP-KSLO,PPLO-VSP-KSLO,Poornaprajna Layout ⇔ Kumaraswamy Layout,3
13 PPLO-SBS,13 PPLO-SBS,Poornaprajna Layout ⇔ Shivajinagara Bus Station,3
D33G-BSK3,D33G-BSK3,Poornaprajna Layout ⇔ Shri Vidhyanagara,3
43-D PPLO-VBN,43-D,Poornaprajna Layout ⇔ Veerabhadranagara,3
210-NP PPLO-KMT,210-NP,Poornaprajnalayout NEW Bus Stand ⇔ KR Market,3
285 PRU-CVB,285 PRU-CVB,Presidency University ⇔ Cauvery Bhavana,3
285-MK PRU-KMT,285-MK,Presidency University ⇔ KR Market,3
220-F KMT-PSW,220-F,Provident Sunworth Apartment ⇔ KR Market (Kalasipalya),3
306-M PURA-KBS,306-M,Pura ⇔ Kempegowda Bus Station,3
PTH-YSTF,PTH-YSTF,Puttenahalli ⇔ 5th Phase Yelahanka New Town,3
PTH-YSTF5,PTH-YSTF5,Puttenahalli ⇔ 5th Phase Yelahanka New Town,3
297-H PTH-BTH,297-H,Puttenahalli ⇔ Bettenahalli,3
298-M PTH-DVH,298-M,Puttenahalli ⇔ Devanahalli Old Bus Stand,3
285 PTH-DSKN,285 PTH-DSKN,Puttenahalli ⇔ Dr.Shivaramakaranth Nagara,3
284-H PTH-GNR2,284-H,Puttenahalli ⇔ Girinagara 2nd Stage,3
405 PTH-HSG,405 PTH-HSG,Puttenahalli ⇔ Hesaraghatta,3
280-F PTH-HSK,280-F,Puttenahalli ⇔ Hosakote Bus Stand (Old),3
289-F PTH-HSK,289-F,Puttenahalli ⇔ Hosakote Bus Stand (Old),3
401-J PTH-HNS,401-J,Puttenahalli ⇔ Hunasuru,3
285 PTH-JKLO,285 PTH-JKLO,Puttenahalli ⇔ Jakkur Layout,3
PTH-JSNL,PTH-JSNL,Puttenahalli ⇔ Jayasuryanagara Kogilu,3
PTH-JLOW,PTH-JLOW,Puttenahalli ⇔ Judicial Layout Water Tank,3
290-E PTH-KMT,290-E,Puttenahalli ⇔ KR Market,3
G-10 PTH-KMT,G-10 PTH-KMT,Puttenahalli ⇔ KR Market,3
500-QG PTH-HBL-KRPGH,500-QG,Puttenahalli ⇔ KR Pura Govt Hospital,3
276 PTH-VRP-KBS,276,Puttenahalli ⇔ Kempegowda Bus Station,3
281-AP PTH-KIAS,281-AP,Puttenahalli ⇔ Kempegowda International Airport,3
PTH-KVRY,PTH-KVRY,Puttenahalli ⇔ Kendriya Vihara Yelahanka,3
G-9 PTH-MGRMS,G-9,Puttenahalli ⇔ MG Road Metro Station,3
289-L PTH-MVJ,289-L,Puttenahalli ⇔ MVJ Medical Hospital,3
PTH-MADT,PTH-MADT,Puttenahalli ⇔ Malya Adhithi School,3
PTH-MAS,PTH-MAS,Puttenahalli ⇔ Malya Adhithi School,3
291-L PTN-MYLH,291-L,Puttenahalli ⇔ Mylanahalli,3
401-AN PTH-NMG,401-AN,Puttenahalli ⇔ Nelamangala Bus Station,3
401-AM PTH-PSS,401-AM,Puttenahalli ⇔ Peenya 2nd Stage,3
PTH-SUAP,PTH-SUAP,Puttenahalli ⇔ Shubha Ultima Club House,3
290-MV PTH-SMVT,290-MV,Puttenahalli ⇔ Sir M Visvesvaraya Terminal,3
286-D PTH-SRP,286-D,Puttenahalli ⇔ Sri Ramapura,3
286-E PTH-SVKTN,286-E,Puttenahalli ⇔ Sri Venkateshwara Nagara,3
283 PTH-SGT,283 PTH-SGT,Puttenahalli ⇔ Suggatta,3
PTH-VRP-TDL,PTH-VRP-TDL,Puttenahalli ⇔ Thindlu,3
297-K PTH-VNP,297-K,Puttenahalli ⇔ Vishwanathapura,3
280-L YPH-PTH,280-L,Puttenahalli ⇔ Yarappanahalli,3
PTH-YHKOT,PTH-YHKOT,Puttenahalli ⇔ Yelahanka Old Town,3
290-E KLN-RKH,290-E,RK Hegde Nagara ⇔ Kalyananagara Bus Stand,3
291-H,291-H,RK Hegde Nagara ⇔ Kempegowda Bus Station,3
K-2 MRBS-RMV 2,K-2,RMV 2nd Stage ⇔ Mysore Road Bus Station,3
223-D RRMC-DBT,223-D,RR Medical College ⇔ Dodda Basti,3
RRC-KST,RRC-KST,RR Medical College ⇔ Kengeri Satellite Town,3
223-E RRMC-RMS,223-E,RR Medical College ⇔ Ramasandra,3
287-A RTNPS-HBLB,287-A,RT Nagara Police Station ⇔ Hebbala Bridge,3
RTNP-WSPM,RTNP-WSPM,RT Nagara Police Station ⇔ Whispering Meadows Patelappa Layout,3
375-D KWS-BSK,375-D,RWB Gate Kengeri (Kengeri Work shop) ⇔ Banashankari Bus Station,3
222-A KWS-KBS,222-A,RWB Gate Kengeri (Kengeri Work shop) ⇔ Kempegowda Bus Station,3
KRM-RHAC,KRM-RHAC,Raheja Arcade Koramangala ⇔ Koramangala Bus Station,3
MF-38,MF-38,Rajarajeshwari nagara Metro Station ⇔ Rajarajeshwari nagara Metro Station,3
MF-14A,MF-14A,Rajarajeshwari nagara Metro Station ⇔ Thalagattapura Metro Station,3
342-D RDM-ST JOHN,342-D,Ramadev Medical Hado siddapur ⇔ St Johns Hospital,3
285-B,285-B,Ramagondanahalli ⇔ KR Market,3
285-B RMGH-KBS,285-B,Ramagondanahalli ⇔ Kempegowda Bus Station,3
401-KA,401-KA,Ramasandra ⇔ Yelahanka Old Town,3
314-T RMN-VSD-KBS,314-T,Rameshnagara ⇔ Kempegowda Bus Station,3
227 RMH-SBS,227 RMH-SBS,Ramohalli ⇔ Shivajinagara Bus Station,3
80-D SBS-RBJM,80-D,Ravi Badavane Jai Maruthi Nagara ⇔ Shivajinagara Bus Station,3
RZP-D52G,RZP-D52G,Razakpalya ⇔ Depot-52 Arrival,3
RPA-SBS,RPA-SBS,Renaissance prosperio apartment ⇔ Shivajinagara Bus Station,3
RBI-KBS,RBI-KBS,Reserve Bank Of India Nrupatunga Road ⇔ Kempegowda Bus Station,3
290-E RMC-SBS-YHKOT,290-E,Richmond Circle ⇔ Yelahanka Old Town,3
298 SDHG-RMG-KRC-SNBS,298,Sadahalli Gate ⇔ Shanthinagara Bus Station,3
350-D D38G-SPN,350-D,Sampige Nagara ⇔ Depot-38 Gate,3
13 SGH-BSK,13 SGH-BSK,Sanjay Gandhi Hospital ⇔ Banashankari Bus Station,3
365-BB SGH-BNP,365-BB,Sanjay Gandhi Hospital ⇔ Bannerughatta National Park,3
213-V SGH-HRH,213-V,Sanjay Gandhi Hospital ⇔ Harohalli,3
201-G SGH-JBN,201-G,Sanjay Gandhi Hospital ⇔ Jeevanbheema Nagara,3
375-H SGH-KGR,375-H,Sanjay Gandhi Hospital ⇔ Kengeri Bus Station,3
201 SGH-BSK-SNR,201,Sanjay Gandhi Hospital ⇔ Srinagara Bus Station,3
201 SGH-SRN,201 SGH-SRN,Sanjay Gandhi Hospital ⇔ Srinagara Bus Station,3
SGH-SNR,SGH-SNR,Sanjay Gandhi Hospital ⇔ Srinagara Bus Station,3
410-FA SGH-YTTMC,410-FA,Sanjay Gandhi Hospital ⇔ Yeshawanthapura Bus Station,3
500-CS SVM-CSB,500-CS,Sapthagiri Vidya Mandir Opp Carmelaram Station ⇔ Central Silk Board,3
500-CH SJP-HBL,500-CH,Sarjapura ⇔ Hebbala Bridge,3
V-500HS,V-500HS,Sarjapura ⇔ Hebbala Bridge,3
12F-5,12F-5,Sarjapura ⇔ Hosakote Bus Stand (Old),3
500CH SJR-KRP,500CH,Sarjapura ⇔ KR Pura Govt Hospital,3
V-500HS SJP-TNF-KRPGH,V-500HS,Sarjapura ⇔ KR Pura Govt Hospital,3
V-MF1D,V-MF1D,Sarjapura ⇔ KR Pura Metro Station,3
KIA-8D,KIA-8D,Sarjapura ⇔ Kempegowda International Airport,3
342-F SJP-KVS,342-F,Sarjapura ⇔ Kendriya Vidyalaya ASC Center,3
323DN-SJP-JYM-KHG,323DN-SJP-JYM-KHG,Sarjapura ⇔ Kodihalli,3
342-A KRMTTMC-SJP,342-A,Sarjapura ⇔ Koramangala Bus Station,3
342-H SJP-RAK,342-H,Sarjapura ⇔ Raheja Arcade Koramangala,3
342-D SJP-SVM,342-D,Sarjapura ⇔ Sapthagiri Vidya Mandir Opp Carmelaram Station,3
G-2 SBS-SJP,G-2 SBS-SJP,Sarjapura ⇔ Shivajinagara Bus Station,3
500-CH,500-CH,Sarjapura ⇔ Tin Factory,3
KBS-13K SOQ-KDG,KBS-13K,Senior Officers Quaters ⇔ Kadugodi Bus Station,3
96-G SNB-BSN,96-G SNB-BSN,Shankarnagh Bus Stand ⇔ Basaveshwaranagara New Bus Stand,3
235-A SNBS-NBDA,235-A,Shanthinagara Bus Station ⇔ BDA Complex Nagarabhavi,3
G-11 SNBS-BLR,G-11,Shanthinagara Bus Station ⇔ Bagalur,3
345-F SNBS-BGTC,345-F,Shanthinagara Bus Station ⇔ Bannerughatta Circle,3
SNBS-BMETAG,SNBS-BMETAG,Shanthinagara Bus Station ⇔ Binny Mill ETA Garden,3
13 SNBS-BGRD,13 SNBS-BGRD,Shanthinagara Bus Station ⇔ Brigade Road,3
89-E SNBS-CVN,89-E,Shanthinagara Bus Station ⇔ Cauvery Nagara,3
SNBS-KBS-SVH4M-CVN,SNBS-KBS-SVH4M-CVN,Shanthinagara Bus Station ⇔ Cauvery Nagara,3
CALL BUS-8,CALL BUS-8,Shanthinagara Bus Station ⇔ Chikka Banavara,3
D2-SNBS,D2-SNBS,Shanthinagara Bus Station ⇔ Depot-02 Shanthinagara,3
D3-SNBS,D3-SNBS,Shanthinagara Bus Station ⇔ Depot-03 Shanthinagara,3
G-6 SNBS-LMG-D12G,G-6,Shanthinagara Bus Station ⇔ Depot-12 Gate,3
285-MA SNBS-DBP,285-MA,Shanthinagara Bus Station ⇔ Doddaballapura Bus Stand,3
284 SNBS-SBS-RTNP-HBLB,284,Shanthinagara Bus Station ⇔ Hebbala Bridge,3
286-K SNBS-SBS-HBLB,286-K,Shanthinagara Bus Station ⇔ Hebbala Bridge,3
271-T SNBS-JGA,271-T,Shanthinagara Bus Station ⇔ Janapriya Greenwood Apartment,3
SBNS-KMT,SBNS-KMT,Shanthinagara Bus Station ⇔ KR Market,3
SNBS-CORP-KMT,SNBS-CORP-KMT,Shanthinagara Bus Station ⇔ KR Market,3
SNBS-LBGM-KMT,SNBS-LBGM-KMT,Shanthinagara Bus Station ⇔ KR Market (Kalasipalya),3
315 SNBS-KRPGH,315,Shanthinagara Bus Station ⇔ KR Pura Govt Hospital,3
335-E SNBS-KDG,335-E,Shanthinagara Bus Station ⇔ Kadugodi Bus Station,3
KBS-5H SNBSTTMC-KGP,KBS-5H,Shanthinagara Bus Station ⇔ Kaggalipura,3
345-C SNBS-NJP,345-C,Shanthinagara Bus Station ⇔ Nanjapura,3
258 SNBS-NMG,258 SNBS-NMG,Shanthinagara Bus Station ⇔ Nelamangala Bus Station,3
G-2 SNBS-MYH-SJP,G-2,Shanthinagara Bus Station ⇔ Sarjapura,3
MF-16A,MF-16A,Shanthinagara Bus Station ⇔ Shanthinagara Bus Station,3
329-J SNBS-SNH,329-J,Shanthinagara Bus Station ⇔ Sheganayakanahalli,3
G-6,G-6,Shanthinagara Bus Station ⇔ Shirke KHB Quarters,3
144-E SNBS-SPHS,144-E,Shanthinagara Bus Station ⇔ Sophiya School,3
80-G SNBS-KBS-SMH,80-G,Shanthinagara Bus Station ⇔ Summanahalli,3
242-B SNBS-TVK (Calla Bus),242-B,Shanthinagara Bus Station ⇔ Tavarekere,3
375-J,375-J,Shanthinagara Bus Station ⇔ Thippuru,3
350-D D38G-STH,350-D,Shettyhalli Anekal Road ⇔ Depot-38 Gate,3
354-A STH-D38G,354-A,Shettyhalli Anekal Road ⇔ Depot-38 Gate,3
G-6 FLYOVER,G-6 FLYOVER,Shirke KHB Quarters ⇔ Shanthinagara Bus Station,3
222-K KHBQ-VSD Flyover,222-K,Shirke KHB Quarters ⇔ Vidhana Soudha Karnataka High Court,3
296-D,296-D,Shivajinagara Bus Station ⇔ 5th Block HBR Layout,3
290-EH,290-EH,Shivajinagara Bus Station ⇔ 5th Phase Yelahanka New Town,3
13-H,13-H,Shivajinagara Bus Station ⇔ AGS Layout Arehalli,3
SBS-ARMYPR,SBS-ARMYPR,Shivajinagara Bus Station ⇔ ARMY PUBLIC SCHOOL (Parachute Regiment),3
270-D,270-D,Shivajinagara Bus Station ⇔ Abbigere,3
290-T SBS-AGLO,290-T,Shivajinagara Bus Station ⇔ Agrahara Layout,3
278-E  SBS-AFG,278-E,Shivajinagara Bus Station ⇔ Air force Gate Ashwathnagara,3
238-UA SBS-AIT,238-UA,Shivajinagara Bus Station ⇔ Ambedkar Institute of Technology,3
294-D SBS-AGP,294-D,Shivajinagara Bus Station ⇔ Anagalipura,3
295-B SBS-AGP,295-B,Shivajinagara Bus Station ⇔ Anagalipura,3
356-S,356-S,Shivajinagara Bus Station ⇔ Anekal,3
215-U SBS-ANP,215-U,Shivajinagara Bus Station ⇔ Anjanapura,3
404-C,404-C,Shivajinagara Bus Station ⇔ Atturu,3
311-E,311-E,Shivajinagara Bus Station ⇔ Ayyappa Nagara Muneshwara Temple Sadaramangala,3
276-A SBS-BELF,276-A,Shivajinagara Bus Station ⇔ BEL Factory,3
SBS-HAL-BEMLG,SBS-HAL-BEMLG,Shivajinagara Bus Station ⇔ BEML Gate,3
225-B SBS-BEML5,225-B,Shivajinagara Bus Station ⇔ BEML Layout 5th stage,3
302-GA,302-GA,Shivajinagara Bus Station ⇔ Babusabpalya 302,3
293-SB,293-SB,Shivajinagara Bus Station ⇔ Bagalur,3
330-P,330-P,Shivajinagara Bus Station ⇔ Balagere,3
13,13,Shivajinagara Bus Station ⇔ Banashankari Bus Station,3
237-C,237-C,Shivajinagara Bus Station ⇔ Bande Maramma Bus Station,3
238-UA,238-UA,Shivajinagara Bus Station ⇔ Bande Maramma Bus Station,3
79-B,79-B,Shivajinagara Bus Station ⇔ Bandi Reddy Circle,3
368,368,Shivajinagara Bus Station ⇔ Bannerughatta National Park,3
G-4 SBS-BNP,G-4 SBS-BNP,Shivajinagara Bus Station ⇔ Bannerughatta National Park,3
330-C,330-C,Shivajinagara Bus Station ⇔ Basavanagara,3
88-B SBS-KBS-BSN,88-B,Shivajinagara Bus Station ⇔ Basaveshwaranagara New Bus Stand,3
293-BS,293-BS,Shivajinagara Bus Station ⇔ Beguru,3
362-C,362-C,Shivajinagara Bus Station ⇔ Beguru,3
226-G,226-G,Shivajinagara Bus Station ⇔ Bidadi,3
228-K SBS-KMTFLY-BDD,228-K,Shivajinagara Bus Station ⇔ Bidadi,3
294-EA SBS-BDHD,294-EA,Shivajinagara Bus Station ⇔ Bidarahalli Dargah,3
13 SBS-BCGHS,13 SBS-BCGHS,Shivajinagara Bus Station ⇔ Bishop Coton Girls High School,3
50,50,Shivajinagara Bus Station ⇔ Brundavana Nagara,3
316-S,316-S,Shivajinagara Bus Station ⇔ Budigere,3
290-G,290-G,Shivajinagara Bus Station ⇔ Byatarayanapura,3
290-G SBS-RSL-BTP,290-G,Shivajinagara Bus Station ⇔ Byatarayanapura,3
290-S,290-S,Shivajinagara Bus Station ⇔ Byatarayanapura,3
22-A,22-A,Shivajinagara Bus Station ⇔ Byrasandra New Bus Stand,3
121-BA SBS-KMTFLY-CLO,121-BA,Shivajinagara Bus Station ⇔ Chandra Layout,3
195,195,Shivajinagara Bus Station ⇔ Chandra Layout,3
13-F,13-F,Shivajinagara Bus Station ⇔ Channammanakere Achukattu,3
293-R,293-R,Shivajinagara Bus Station ⇔ Chikkajala,3
210-Q,210-Q,Shivajinagara Bus Station ⇔ Chikkallasandra,3
300 SBS-CWL,300 SBS-CWL,Shivajinagara Bus Station ⇔ Chowdary Line,3
